id,flag_reason,num_emotions,word_count,char_count,emotion_tags,clean_text,original_text
202f2bff,single_high_risk:happy=0.8,1,27,143,[happy=0.8],"That great hearted pioneer, john r Jackson, did not hesitate a moment, stranger though I was, to say, ""Yes, you can have two if you need them.""","[happy=0.8] That great hearted pioneer, john r Jackson, did not hesitate a moment, stranger though I was, to say, ""Yes, you can have two if you need them."""
8677732d,single_high_risk:happy=0.8,1,26,142,[happy=0.8],"The beautiful prayers of the Church had gone down with the departing soul to the threshold of the new life, and had followed it into eternity.","[happy=0.8] The beautiful prayers of the Church had gone down with the departing soul to the threshold of the new life, and had followed it into eternity."
b7de61bf,single_high_risk:happy=0.8,1,25,140,[happy=0.8],"That I cannot agree to; and for that reason I have criticised your book, so full of beautiful pages, so brilliant with knowledge and fervor!","[happy=0.8] That I cannot agree to; and for that reason I have criticised your book, so full of beautiful pages, so brilliant with knowledge and fervor!"
936439d2,single_high_risk:happy=0.8,1,24,135,[happy=0.8],"Yet, as she turned her beautiful face towards me, I was struck by the complete effect of physical and moral frailty that she presented.","[happy=0.8] Yet, as she turned her beautiful face towards me, I was struck by the complete effect of physical and moral frailty that she presented."
dd5371df,single_high_risk:happy=0.8,1,24,138,[happy=0.8],"And he proceeded to relate the whole of the adventure,—bursting into another hearty laugh as he told of his encounter with the five heads.","[happy=0.8] And he proceeded to relate the whole of the adventure,—bursting into another hearty laugh as he told of his encounter with the five heads."
1c6d433e,single_high_risk:happy=0.8,1,23,134,[happy=0.8],"I should like to go and listen to the bagpipes in the woods. Children who contrive to be beautiful and contented,—that intoxicates me.","[happy=0.8] I should like to go and listen to the bagpipes in the woods. Children who contrive to be beautiful and contented,—that intoxicates me."
cba1d5fa,single_high_risk:happy=0.8,1,23,124,[happy=0.8],He gathered together the best men from the various tribes of his people and trained them into a great army of good soldiers.,[happy=0.8] He gathered together the best men from the various tribes of his people and trained them into a great army of good soldiers.
e3a1c37f,single_high_risk:happy=0.8,1,22,137,[happy=0.8],"The magical meanings could not all be explained without a great variety of examples; but, for present purposes, the following will serve.","[happy=0.8] The magical meanings could not all be explained without a great variety of examples; but, for present purposes, the following will serve."
baab90ab,single_high_risk:happy=0.8,1,22,105,[happy=0.8],"We will be happy; we will live quietly, and I will say goodbye forever to the life for which I now blush.","[happy=0.8] We will be happy; we will live quietly, and I will say goodbye forever to the life for which I now blush."
ebc31a3d,single_high_risk:happy=0.8,1,22,123,[happy=0.8],"Poor little Hyacinth left all alone; but there! she had had the Countess Belvane, a woman of great experience, to help her.","[happy=0.8] Poor little Hyacinth left all alone; but there! she had had the Countess Belvane, a woman of great experience, to help her."
3c9b164d,single_high_risk:happy=0.8,1,21,120,[happy=0.8],It was all his mother's success-the success of her race-and of the wonderful medicine her people had taught him to take!,[happy=0.8] It was all his mother's success-the success of her race-and of the wonderful medicine her people had taught him to take!
38db3785,single_high_risk:happy=0.8,1,20,119,[happy=0.8],"Their spirits are gone toward the setting sun, and are already crossing the great waters, to the happy hunting grounds.","[happy=0.8] Their spirits are gone toward the setting sun, and are already crossing the great waters, to the happy hunting grounds."
02b76b3c,single_high_risk:happy=0.8,1,19,105,[happy=0.8],But he was happy and in good spirits and enjoyed his evening game of cribbage with the Major exceedingly.,[happy=0.8] But he was happy and in good spirits and enjoyed his evening game of cribbage with the Major exceedingly.
8b776ec2,single_high_risk:happy=0.8,1,19,99,[happy=0.8],"This was great good fortune, to find a customer who knew all the virtues of the article in advance.","[happy=0.8] This was great good fortune, to find a customer who knew all the virtues of the article in advance."
8f0de899,single_high_risk:happy=0.8,1,19,116,[happy=0.8],Their unhappiness formed a halo round their happiness. The long agony of their love was terminating in an ascension.,[happy=0.8] Their unhappiness formed a halo round their happiness. The long agony of their love was terminating in an ascension.
14173568,single_high_risk:happy=0.8,1,17,91,[happy=0.8],"""We shall be a great deal more certain of that when we have tried them!"" answered Pencroft.","[happy=0.8] ""We shall be a great deal more certain of that when we have tried them!"" answered Pencroft."
2ec8f1a6,single_high_risk:happy=0.8,1,17,93,[happy=0.8],"'Yes, I heard of it, ' replied another profoundly, 'he must have done him some great service.","[happy=0.8] 'Yes, I heard of it, ' replied another profoundly, 'he must have done him some great service."
c2084398,single_high_risk:happy=0.8,1,16,78,[happy=0.8],"It was a great pity, I thought, that such a fine work should not be exhibited.","[happy=0.8] It was a great pity, I thought, that such a fine work should not be exhibited."
66ef04d1,single_high_risk:happy=0.8,1,15,86,[happy=0.8],"She fairly danced for joy, and ordered the dinner with reckless disregard of the bill.","[happy=0.8] She fairly danced for joy, and ordered the dinner with reckless disregard of the bill."
b1db8045,single_high_risk:happy=0.8,1,15,74,[happy=0.8],I am tired of a world in which there is nothing great but great disasters.,[happy=0.8] I am tired of a world in which there is nothing great but great disasters.
12821cf4,single_high_risk:happy=0.8,1,14,74,[happy=0.8],"""Good by to my five thousand, "" said Uncle john, with his chuckling laugh.","[happy=0.8] ""Good by to my five thousand, "" said Uncle john, with his chuckling laugh."
6019e085,single_high_risk:happy=0.8,1,14,63,[happy=0.8],She invites you to come with an army to Rome and take the city.,[happy=0.8] She invites you to come with an army to Rome and take the city.
976f8ea4,single_high_risk:happy=0.8,1,14,75,[happy=0.8],"""Yes, yes, an excellent idea, "" I stammered, not knowing what I was saying.","[happy=0.8] ""Yes, yes, an excellent idea, "" I stammered, not knowing what I was saying."
ebcec1c0,single_high_risk:happy=0.8,1,13,66,[happy=0.8],We parted at last by mutual consent-happy for me had we never met!,[happy=0.8] We parted at last by mutual consent-happy for me had we never met!
1eea0b57,single_high_risk:happy=0.8,1,11,64,[happy=0.8],"Yes, yes, Cristy, I'm noticing him; he's done with his writings.","[happy=0.8] Yes, yes, Cristy, I'm noticing him; he's done with his writings."
3c935902,single_high_risk:happy=0.8,1,10,65,[happy=0.8],"""Good!"" exclaimed shrewd Miss Patsy, when she read this circular.","[happy=0.8] ""Good!"" exclaimed shrewd Miss Patsy, when she read this circular."
ce23d404,single_high_risk:happy=0.8,1,9,46,[happy=0.8],"In that case, that is an absurdly good result!","[happy=0.8] In that case, that is an absurdly good result!"
62f2537e,single_high_risk:happy=0.8,1,9,41,[happy=0.8],Love has the right to a long white beard.,[happy=0.8] Love has the right to a long white beard.
c5e18461,single_high_risk:happy=0.8,1,9,47,[happy=0.8],Cassius Calhoun is now the prisoner at the bar!,[happy=0.8] Cassius Calhoun is now the prisoner at the bar!
cdc36fd6,single_high_risk:happy=0.8,1,8,36,[happy=0.8],"""Oh yes, "" said Annie, with a smile.","[happy=0.8] ""Oh yes, "" said Annie, with a smile."
387e9f48,single_high_risk:happy=0.8,1,8,29,[happy=0.8],"Oh, I am so glad to get back!","[happy=0.8] Oh, I am so glad to get back!"
ebfe9337,single_high_risk:happy=0.8,1,8,43,[happy=0.8],"""Captain Wharton, from my soul I pity you!""","[happy=0.8] ""Captain Wharton, from my soul I pity you!"""
8ae5244a,single_high_risk:happy=0.8,1,8,35,[happy=0.8],"'Yes, yes! let me go, ' I shrieked.","[happy=0.8] 'Yes, yes! let me go, ' I shrieked."
f36ba571,single_high_risk:happy=0.8,1,7,43,[happy=0.8],"Good, here I am uttering demagogical words!","[happy=0.8] Good, here I am uttering demagogical words!"
af026277,single_high_risk:happy=0.8,1,7,38,[happy=0.8],"Well, nice! The latency dropped a lot.","[happy=0.8] Well, nice! The latency dropped a lot."
ed7c9fd7,single_high_risk:happy=0.8,1,6,44,[happy=0.8],"Seriously, yes! The model finally converged!","[happy=0.8] Seriously, yes! The model finally converged!"
c8947d79,single_high_risk:happy=0.8,1,6,32,[happy=0.8],Nice! The latency dropped a lot.,[happy=0.8] Nice! The latency dropped a lot.
914413a1,single_high_risk:happy=0.8,1,6,27,[happy=0.8],"Ah, yes, yes; I thought so.","[happy=0.8] Ah, yes, yes; I thought so."
515d22f0,single_high_risk:happy=0.8,1,6,43,[happy=0.8],"Honestly, yes! The model finally converged!","[happy=0.8] Honestly, yes! The model finally converged!"
ecc495ba,single_high_risk:happy=0.8,1,6,40,[happy=0.8],"Right, yes! The model finally converged!","[happy=0.8] Right, yes! The model finally converged!"
063e696d,single_high_risk:happy=0.8,1,6,29,[happy=0.8],The event took place in 1917.,[happy=0.8] The event took place in 1917.
0f00a2a1,single_high_risk:happy=0.8,1,6,40,[happy=0.8],Is your phone number still 965-095-9270?,[happy=0.8] Is your phone number still 965-095-9270?
65a6b781,single_high_risk:happy=0.8,1,6,26,[happy=0.8],"You are too good, you see!","[happy=0.8] You are too good, you see!"
543850ba,single_high_risk:happy=0.8,1,6,39,[happy=0.8],"Technically, yes! We actually fixed it!","[happy=0.8] Technically, yes! We actually fixed it!"
e27cef55,single_high_risk:happy=0.8,1,5,40,[happy=0.8],"""Good gracious!"" she cried, delightedly.","[happy=0.8] ""Good gracious!"" she cried, delightedly."
131a6979,single_high_risk:happy=0.8,1,5,29,[happy=0.8],"""Yes!"" was the gaping answer.","[happy=0.8] ""Yes!"" was the gaping answer."
d9013cae,single_high_risk:happy=0.8,1,5,29,[happy=0.8],"Well, yes! That's exactly it!","[happy=0.8] Well, yes! That's exactly it!"
2b8277b0,single_high_risk:happy=0.8,1,5,30,[happy=0.8],"The invoice was for $3,365.56.","[happy=0.8] The invoice was for $3,365.56."
07c4bcc7,single_high_risk:happy=0.8,1,5,30,[happy=0.8],Your authorization ID is W959.,[happy=0.8] Your authorization ID is W959.
e1bf1348,single_high_risk:happy=0.8,1,5,24,[happy=0.8],Profits are up by 13.9%.,[happy=0.8] Profits are up by 13.9%.
8011a963,single_high_risk:happy=0.8,1,5,31,[happy=0.8],"""Yes, indeed!"" said his sister.","[happy=0.8] ""Yes, indeed!"" said his sister."
bf8b54f2,single_high_risk:happy=0.8,1,5,28,[happy=0.8],Good by Miss Rebecca Rowena!,[happy=0.8] Good by Miss Rebecca Rowena!
e4f948c1,single_high_risk:happy=0.8,1,5,35,[happy=0.8],"Apparently, yes! That's exactly it!","[happy=0.8] Apparently, yes! That's exactly it!"
a188fa08,single_high_risk:happy=0.8,1,4,27,[happy=0.8],"Honestly, yes! That worked.","[happy=0.8] Honestly, yes! That worked."
5d63a47c,single_high_risk:happy=0.8,1,4,20,[happy=0.8],And worse than that!,[happy=0.8] And worse than that!
31129667,single_high_risk:happy=0.8,1,4,17,[happy=0.8],A very good name!,[happy=0.8] A very good name!
f3727250,single_high_risk:happy=0.8,1,4,18,[happy=0.8],But this is great!,[happy=0.8] But this is great!
66b1df35,single_high_risk:happy=0.8,1,3,19,[happy=0.8],"Happy, happy earth!","[happy=0.8] Happy, happy earth!"
e828a8f6,single_high_risk:happy=0.8,1,3,14,[happy=0.8],"""Yes!"" I said.","[happy=0.8] ""Yes!"" I said."
621d7c4e,single_high_risk:happy=0.8,1,3,18,[happy=0.8],"'Good by, Philip!'","[happy=0.8] 'Good by, Philip!'"
3d743b99,single_high_risk:happy=0.8,1,2,11,[happy=0.8],"""Yes, yes.""","[happy=0.8] ""Yes, yes."""
9858afa1,single_high_risk:happy=0.8,1,2,10,[happy=0.8],Great God!,[happy=0.8] Great God!
71386f61,single_high_risk:happy=0.8,1,1,6,[happy=0.8],"""Yes!""","[happy=0.8] ""Yes!"""
9b531c13,single_high_risk:overjoyed=0.3,1,58,302,[overjoyed=0.3],"He did not care to follow the steps of the stranger into the church; but he remembered a shed so placed against the building, near the farther end, that he had often, when a child, at some peril indeed, climbed upon its top, and looked into the church through a little window at one side of the pulpit.","[overjoyed=0.3] He did not care to follow the steps of the stranger into the church; but he remembered a shed so placed against the building, near the farther end, that he had often, when a child, at some peril indeed, climbed upon its top, and looked into the church through a little window at one side of the pulpit."
10d4f69e,single_high_risk:overjoyed=0.3,1,45,288,[overjoyed=0.3],"Even Elizabeth, notwithstanding her vigor and frugality, and the necessary wars in which she was engaged, had reason to complain of the commons in this particular; nor could the authority of that princess, which was otherwise almost absolute, ever extort from them the requisite supplies.","[overjoyed=0.3] Even Elizabeth, notwithstanding her vigor and frugality, and the necessary wars in which she was engaged, had reason to complain of the commons in this particular; nor could the authority of that princess, which was otherwise almost absolute, ever extort from them the requisite supplies."
8588c85d,single_high_risk:overjoyed=0.3,1,44,226,[overjoyed=0.3],"None of his friends had known him then, but he was an honest fellow, and they were sure that everything he told was true: besides, they must be true, for how could a body ever think out such remarkable tales from his own head?","[overjoyed=0.3] None of his friends had known him then, but he was an honest fellow, and they were sure that everything he told was true: besides, they must be true, for how could a body ever think out such remarkable tales from his own head?"
